"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
3.734365292E0,7.506199181E-2,1.786081120E-2,-2.042122781E-1
3.744310292E0,7.532006502E-2,2.555106953E-2,-2.149275392E-1
3.754255292E0,5.897358432E-2,1.154390723E-2,-2.343859226E-1
3.764199292E0,3.121891059E-2,-1.725961082E-2,-2.504906356E-1
3.774144292E0,8.926387876E-3,-3.379597887E-2,-2.590087652E-1
3.784088292E0,1.230110181E-3,-3.418508172E-2,-2.715095878E-1
3.794033292E0,1.674059080E-3,-2.924944460E-2,-2.835878134E-1
3.803978292E0,5.575777497E-3,-1.959984750E-2,-2.802294791E-1
3.813922292E0,3.288654843E-3,-1.953939535E-2,-2.756062150E-1
3.823867292E0,-1.068372745E-3,-3.757125884E-2,-2.687920630E-1
3.833812292E0,-1.823910326E-2,-4.841085523E-2,-2.649115622E-1
3.843756292E0,-2.369635180E-2,-4.572509229E-2,-2.604887486E-1
3.853701292E0,-2.284946479E-2,-3.969729319E-2,-2.643620670E-1
3.863646292E0,-9.270818904E-3,-2.716891654E-2,-2.752201259E-1
3.873590292E0,7.565685548E-3,-2.460882068E-2,-2.902909517E-1
3.883535292E0,1.700714044E-2,-2.277351916E-2,-2.948875725E-1
3.893480292E0,1.355541684E-2,-2.293197624E-2,-2.957416475E-1
3.903424292E0,3.653507913E-3,-3.742784634E-2,-2.985597551E-1
3.913369292E0,-5.684067495E-3,-5.166696757E-2,-2.978324294E-1
3.923314292E0,-1.985483617E-2,-5.918812007E-2,-2.922974527E-1
3.933258292E0,-3.021692857E-2,-5.415128171E-2,-2.927219570E-1
3.943203292E0,-3.675798699E-2,-5.259519443E-2,-3.068736196E-1
3.953148292E0,-4.861278087E-2,-4.975812882E-2,-3.246518075E-1
3.963092292E0,-6.357434392E-2,-6.755726784E-2,-3.473662436E-1
3.973037292E0,-7.642569393E-2,-8.678103238E-2,-3.733456433E-1
3.982982292E0,-7.867253572E-2,-1.011472791E-1,-3.969142735E-1
3.992926292E0,-6.730110943E-2,-1.167262420E-1,-4.230004549E-1
4.002871292E0,-3.877011687E-2,-1.117050052E-1,-4.504976273E-1
4.012815292E0,7.554560434E-4,-9.934420884E-2,-4.660685956E-1
4.022760292E0,3.948836774E-2,-9.757982939E-2,-4.731281996E-1
4.032705292E0,7.406152785E-2,-8.484406024E-2,-4.718863666E-1
4.042649292E0,9.772319347E-2,-8.497159928E-2,-4.711554646E-1
4.052594292E0,1.096253991E-1,-9.369664639E-2,-4.731224775E-1
4.062539292E0,1.164149493E-1,-1.009801701E-1,-4.734386802E-1
4.072483292E0,1.028773040E-1,-1.125350967E-1,-4.823655784E-1
4.082428292E0,8.689586073E-2,-1.260291785E-1,-4.881016314E-1
4.092373292E0,6.437856704E-2,-1.284627765E-1,-4.914899766E-1
4.102317292E0,4.211780429E-2,-1.326423436E-1,-4.942105114E-1
4.112262292E0,2.846856974E-2,-1.273381263E-1,-4.976973832E-1
4.122207292E0,2.258946374E-2,-1.172382385E-1,-5.013042688E-1
4.132151292E0,2.246056683E-2,-1.174374446E-1,-5.007647276E-1
4.142096292E0,2.564785257E-2,-1.093148738E-1,-4.996942878E-1
4.152041292E0,2.774056420E-2,-1.088347062E-1,-5.090789795E-1
4.161985292E0,3.714383021E-2,-1.061053425E-1,-5.121702552E-1
4.171930292E0,5.379444733E-2,-1.046754867E-1,-5.195447803E-1
4.181875292E0,7.068660110E-2,-9.541561455E-2,-5.239987969E-1
4.191819292E0,7.729523629E-2,-9.199798107E-2,-5.308210254E-1
4.201764292E0,8.314504474E-2,-8.997782320E-2,-5.361402631E-1
4.211709292E0,8.140120655E-2,-8.896768838E-2,-5.407914519E-1
4.221653292E0,7.677565515E-2,-9.140479565E-2,-5.437743068E-1
4.231598292E0,7.778925449E-2,-9.402747452E-2,-5.457173586E-1
4.241542292E0,8.677646518E-2,-9.069091827E-2,-5.492926240E-1
4.251487292E0,9.424423426E-2,-8.568231016E-2,-5.504212976E-1
4.261432292E0,9.496479481E-2,-8.480669558E-2,-5.488330126E-1
4.271376292E0,9.178391844E-2,-8.859504014E-2,-5.457205772E-1
4.281321292E0,7.916416973E-2,-9.035062790E-2,-5.415660143E-1
4.291266292E0,6.347309053E-2,-1.055578068E-1,-5.379361510E-1
4.301210292E0,4.665071145E-2,-1.188399568E-1,-5.444248915E-1
4.311155292E0,4.402083904E-2,-1.130859330E-1,-5.506641865E-1
4.321100292E0,5.711753666E-2,-9.767130017E-2,-5.618929863E-1
4.331044292E0,7.793013752E-2,-7.270682603E-2,-5.631238818E-1
4.340989292E0,9.660484642E-2,-6.123834103E-2,-5.556604862E-1
4.350934292E0,1.055602580E-1,-6.260827184E-2,-5.508627892E-1
4.360878417E0,1.025299579E-1,-6.934297830E-2,-5.409574509E-1
4.370823417E0,8.902879804E-2,-8.081108332E-2,-5.408482552E-1
4.380768417E0,7.270413637E-2,-9.071425349E-2,-5.404099822E-1
4.390712417E0,6.725744158E-2,-9.048069268E-2,-5.425551534E-1
4.400657417E0,6.794808060E-2,-8.558577299E-2,-5.432550311E-1
4.410602417E0,7.382301986E-2,-8.929448575E-2,-5.390861034E-1
4.420546417E0,5.752570927E-2,-1.018784121E-1,-5.311505795E-1
4.430491417E0,3.065840900E-2,-1.194688529E-1,-5.306398273E-1
4.440435417E0,2.134280512E-3,-1.394985914E-1,-5.354595184E-1
4.450380417E0,-2.130712941E-2,-1.624411941E-1,-5.458986163E-1
4.460325417E0,-2.157525346E-2,-1.693575233E-1,-5.440701842E-1
4.470269417E0,-1.840431243E-3,-1.698893607E-1,-5.382809639E-1
4.480214417E0,3.838220611E-2,-1.434277594E-1,-5.357153416E-1
4.490159417E0,8.300586045E-2,-1.214681342E-1,-5.224539042E-1
4.500103417E0,1.186477393E-1,-1.124917865E-1,-5.123707056E-1
4.510048417E0,1.519321948E-1,-1.112470254E-1,-5.172562599E-1
4.519993417E0,1.635146439E-1,-1.166511625E-1,-5.268394947E-1
4.529937417E0,1.582133472E-1,-1.214211509E-1,-5.339781046E-1
4.539882417E0,1.348414570E-1,-1.350431293E-1,-5.394574404E-1
4.549827417E0,1.067064852E-1,-1.533702016E-1,-5.383372903E-1
4.559771417E0,7.623831928E-2,-1.559271067E-1,-5.352301598E-1
4.569716417E0,4.888925701E-2,-1.546083093E-1,-5.364576578E-1
4.579661417E0,2.138509788E-2,-1.592916250E-1,-5.473023057E-1
4.589605417E0,-1.047749352E-2,-1.654666960E-1,-5.583592653E-1
4.599550417E0,-3.169650957E-2,-1.808933318E-1,-5.702520013E-1
4.609495417E0,-4.570287466E-2,-1.850428134E-1,-5.727409720E-1
4.619439417E0,-3.657575697E-2,-1.849535853E-1,-5.585840940E-1
4.629384417E0,-6.557933986E-3,-1.677327901E-1,-5.443415046E-1
4.639328417E0,3.328278288E-2,-1.430839449E-1,-5.280113816E-1
4.649273417E0,6.969964504E-2,-1.348846108E-1,-5.130875707E-1
4.659218417E0,9.447715431E-2,-1.245686039E-1,-5.043810606E-1
4.669162417E0,1.053428501E-1,-1.226141080E-1,-4.948107600E-1
4.679107417E0,1.051945239E-1,-1.290732473E-1,-4.873828888E-1
4.689052417E0,9.209044278E-2,-1.388462484E-1,-4.800237715E-1
4.698996417E0,7.520483434E-2,-1.341118962E-1,-4.719758630E-1
4.708941417E0,5.913585424E-2,-1.228158250E-1,-4.718333781E-1
4.718886417E0,5.117441714E-2,-1.172913536E-1,-4.720729887E-1
4.728830417E0,4.196547344E-2,-1.185494289E-1,-4.835818410E-1
4.738775417E0,3.857660294E-2,-1.056737453E-1,-4.869826436E-1
4.748720417E0,4.507870972E-2,-8.719141036E-2,-4.764511883E-1
4.758664417E0,5.810884759E-2,-6.812758744E-2,-4.587365091E-1
4.768609417E0,7.883383334E-2,-6.529904157E-2,-4.298622608E-1
4.778554417E0,1.020652205E-1,-5.716241896E-2,-3.885283470E-1
4.788498417E0,1.169277877E-1,-5.014099553E-2,-3.503263593E-1
4.798443417E0,1.150497198E-1,-4.817754775E-2,-3.186560869E-1
4.808387417E0,8.830199391E-2,-5.063617602E-2,-3.012526035E-1
4.818332417E0,4.552504420E-2,-6.908708066E-2,-2.924357951E-1
4.828277417E0,2.165852347E-3,-8.650868386E-2,-2.854388654E-1
4.838221417E0,-2.837746590E-2,-9.770742804E-2,-2.802525163E-1
4.848166417E0,-4.237024486E-2,-9.754817188E-2,-2.698808312E-1
4.858111417E0,-4.514179379E-2,-7.890851796E-2,-2.494808733E-1
4.868055417E0,-4.221977293E-2,-6.344993412E-2,-2.269862294E-1
4.878000417E0,-3.721817955E-2,-5.696304515E-2,-2.104234993E-1
4.887945417E0,-3.344581276E-2,-5.798862875E-2,-1.822970510E-1
4.897889417E0,-2.482970990E-2,-5.708345771E-2,-1.528168023E-1
4.907834417E0,-1.070643403E-2,-6.376718730E-2,-1.355576515E-1
4.917779417E0,6.840344984E-3,-6.426198781E-2,-1.167560667E-1
4.927723417E0,1.615581661E-2,-5.902195349E-2,-1.035901979E-1
4.937668417E0,3.178280592E-2,-4.561724886E-2,-9.001829475E-2
4.947613417E0,3.847453371E-2,-3.923098743E-2,-7.754857838E-2
4.957557417E0,3.595243022E-2,-4.063983634E-2,-6.580910832E-2
4.967502417E0,2.697970532E-2,-4.181428999E-2,-5.874587223E-2
4.977446417E0,1.571186632E-2,-3.399116918E-2,-6.106298044E-2
4.987391417E0,-2.818673849E-3,-3.013065271E-2,-6.567238271E-2
4.997336417E0,-2.848117054E-2,-3.494513407E-2,-7.521282881E-2
5.007280417E0,-5.303231999E-2,-5.839826167E-2,-7.548473775E-2
5.017225417E0,-7.028851658E-2,-6.294530630E-2,-6.212271377E-2
5.027170417E0,-7.167576253E-2,-5.359175056E-2,-4.100517929E-2
5.037114417E0,-5.968463793E-2,-3.998322785E-2,-1.760554500E-2
5.047059417E0,-4.387771338E-2,-3.052581288E-2,-7.011296693E-4
5.057004417E0,-3.346616775E-2,-1.260915026E-2,9.716277942E-3
5.066948417E0,-2.488759533E-2,-3.850012086E-3,8.255267516E-3
5.076893417E0,-2.605723217E-2,8.710739203E-3,5.299453158E-3
5.086838417E0,-2.782663330E-2,1.178216282E-2,-5.808062851E-4
5.096782417E0,-2.424912900E-2,2.494853223E-3,-6.488793530E-3
5.106727417E0,-2.172604948E-2,-8.373772725E-3,2.149968408E-3
5.116672417E0,-2.005172148E-2,-1.806120574E-2,1.619825326E-2
5.126616417E0,-1.496694889E-2,-1.889504120E-2,2.291101776E-2
5.136561417E0,-9.403929114E-3,-2.010560036E-2,3.920280933E-2
5.146505417E0,2.375128679E-4,-1.785869151E-2,5.194497108E-2
5.156450417E0,-1.187586226E-3,-1.517740171E-2,6.357210129E-2
5.166395417E0,-7.494750433E-3,-2.332854085E-2,6.492738426E-2
5.176339417E0,-2.427157387E-2,-3.442730755E-2,6.421981007E-2
5.186284417E0,-4.099542648E-2,-4.902116209E-2,6.369623542E-2
5.196229417E0,-4.914382473E-2,-5.320782587E-2,7.092370093E-2
5.206173417E0,-3.555744141E-2,-3.418007120E-2,6.671990454E-2
5.216118417E0,-2.805532888E-2,-7.511726581E-3,6.025035307E-2
5.226063417E0,-2.636794746E-2,1.140617533E-3,5.283664539E-2
5.236007417E0,-2.955627814E-2,-1.924047247E-3,3.929451481E-2
5.245952417E0,-2.403181791E-2,5.079533905E-3,2.276534215E-2
5.255897417E0,-2.084755152E-2,1.099991053E-2,1.870116778E-2
5.265841417E0,-1.962436177E-2,1.263748854E-2,2.172358893E-2
5.275786417E0,-2.571660280E-2,8.238910232E-4,2.942960337E-2
5.285731417E0,-2.839734405E-2,-8.131787181E-3,3.870778903E-2
5.295675417E0,-3.937792033E-2,-1.016870979E-2,4.246891290E-2
5.305620417E0,-5.812631175E-2,-1.414534263E-2,4.218075797E-2
5.315564417E0,-6.646512449E-2,-1.232550666E-2,3.950713202E-2
5.325509417E0,-6.372952461E-2,-1.289835293E-2,4.011779279E-2
5.335454417E0,-3.606513888E-2,-1.175383804E-3,5.500460044E-2
5.345398417E0,6.958493963E-3,1.312951930E-2,6.815955043E-2
5.355347292E0,4.176133499E-2,3.157136962E-2,7.745083421E-2
5.365292292E0,6.254171580E-2,4.425068200E-2,8.615963906E-2
5.375236292E0,7.053892314E-2,4.672742262E-2,8.828616887E-2
5.385181292E0,7.579866797E-2,5.357094482E-2,7.829878479E-2
5.395126292E0,7.807886600E-2,6.857652962E-2,6.574171036E-2
5.405070292E0,8.307228982E-2,8.953427523E-2,6.304313242E-2
5.415015292E0,7.871951908E-2,1.050748304E-1,6.398034096E-2
5.424960292E0,6.697604060E-2,9.464429319E-2,6.280056387E-2
5.434904292E0,5.442703515E-2,7.801773399E-2,5.770612508E-2
5.444849292E0,4.495630413E-2,7.271032035E-2,5.334014073E-2
5.454793292E0,5.520459637E-2,1.072544381E-1,5.753320828E-2
5.464738292E0,7.472530007E-2,1.951241046E-1,6.845589727E-2
5.474683292E0,7.186624408E-2,2.901049256E-1,8.701317757E-2
5.484627292E0,4.893748835E-2,3.736400306E-1,1.032320932E-1
5.494572292E0,1.289787889E-2,4.229592979E-1,1.300473064E-1
5.504517292E0,-2.128246240E-2,4.099079370E-1,1.563643962E-1
5.514461292E0,-2.873051539E-2,3.611058891E-1,1.778175384E-1
5.524406292E0,-1.413674094E-3,2.823311985E-1,1.820492893E-1
5.534351292E0,5.004871637E-2,2.145985514E-1,1.871261895E-1
5.544295292E0,1.030331030E-1,1.627159119E-1,1.730910689E-1
5.554240292E0,1.230473891E-1,1.225861311E-1,1.437214166E-1
5.564185292E0,1.061112881E-1,7.827592641E-2,1.223902926E-1
5.574129292E0,6.705402583E-2,3.846281394E-2,1.179949045E-1
5.584074292E0,2.462214418E-2,5.400201771E-3,1.261755973E-1
5.594018292E0,9.120302275E-3,-1.089140028E-2,1.193183884E-1
5.603963292E0,2.307766303E-2,-6.277474109E-3,1.081789210E-1
5.613908292E0,4.260101914E-2,1.433084160E-2,8.959757537E-2
5.623852292E0,4.536111653E-2,2.040764317E-2,7.780908793E-2
5.633797292E0,3.662551194E-2,2.155674994E-2,7.480920851E-2
5.643742292E0,1.391753741E-2,1.264421549E-2,7.314180583E-2
5.653686292E0,1.328322105E-4,4.513781983E-3,7.575859129E-2
5.663631292E0,-1.684561931E-2,-6.776955910E-3,8.069023490E-2
5.673576292E0,-3.107665107E-2,-1.681560278E-2,7.887855172E-2
5.683520292E0,-4.749450833E-2,-2.594332024E-2,6.651136279E-2
5.693465292E0,-8.125085384E-2,-2.334458381E-2,5.303943157E-2
5.703410292E0,-1.256460249E-1,-4.137338325E-2,3.488573059E-2
5.713354292E0,-1.689864397E-1,-7.228711247E-2,2.243014425E-2
5.723299292E0,-1.982961297E-1,-1.029467508E-1,1.069199666E-2
5.733243292E0,-2.065790892E-1,-1.022856534E-1,1.864462160E-3
5.743188292E0,-1.917013377E-1,-7.187954336E-2,-7.101602387E-3
5.753133292E0,-1.687630564E-1,-3.426443785E-2,-1.358084008E-2
5.763077292E0,-1.514546424E-1,-1.148002874E-2,-2.652992867E-2
5.773022292E0,-1.476691514E-1,-9.994156659E-3,-3.023605980E-2
5.782967292E0,-1.395574212E-1,-1.941855252E-2,-2.471559308E-2
5.792911292E0,-1.248723194E-1,-2.359077521E-2,-2.297374420E-2
5.802856292E0,-1.069457829E-1,-3.900161246E-3,-2.069594339E-2
5.812801292E0,-7.489667833E-2,1.838901639E-2,-1.630586386E-2
5.822745292E0,-3.683691472E-2,4.565286264E-2,-1.496149972E-2
5.832690292E0,-3.855862655E-3,6.101379544E-2,-1.052017882E-2
5.842635292E0,1.054065302E-2,5.698230118E-2,3.320003161E-3
5.852579292E0,1.149734389E-2,3.805195540E-2,1.417608187E-2
5.862524292E0,6.904189941E-3,1.158013195E-2,2.220977284E-2
5.872468292E0,9.556419682E-4,9.341322817E-3,4.057013988E-2
5.882413292E0,-1.848932821E-3,1.297014579E-2,4.613987729E-2
5.892358292E0,-1.566137373E-2,1.126890257E-2,4.744638875E-2
5.902302292E0,-3.317458928E-2,-5.923132878E-3,4.182498530E-2
5.912247292E0,-4.330092296E-2,-2.136316895E-2,3.985720873E-2
5.922192292E0,-5.570672825E-2,-3.105814010E-2,2.722290717E-2
5.932136292E0,-6.588303298E-2,-3.397372365E-2,1.196575258E-2
5.942081292E0,-7.070521265E-2,-3.213321418E-2,8.148313500E-4
5.952026292E0,-6.377378851E-2,-2.788411640E-2,-4.170936532E-3
5.961970292E0,-4.728509486E-2,-1.072750054E-2,-1.456642640E-3
5.971915292E0,-3.777239844E-2,1.580754481E-2,5.284086335E-3
5.981860292E0,-3.724749014E-2,1.703020185E-2,5.703001749E-3
5.991804292E0,-4.733650386E-2,-4.285684787E-3,4.409455694E-3
6.001749292E0,-4.927235469E-2,-1.286346093E-2,6.001493894E-3
6.011693292E0,-4.204334319E-2,-1.747498289E-2,2.659536432E-3
6.021638292E0,-2.897814102E-2,-2.224470489E-2,4.198044538E-3
6.031583292E0,-1.555248071E-2,-1.397444867E-2,1.146454550E-2
6.041527292E0,-2.230582759E-4,-1.870648470E-3,2.100558765E-2
6.051472292E0,1.166233793E-2,8.595354855E-3,2.675079554E-2
6.061417292E0,1.791064627E-2,1.390971942E-3,2.916761301E-2
6.071361292E0,1.574270241E-2,-1.186471619E-2,2.702763304E-2
6.081306292E0,7.232039236E-3,-2.372057736E-2,2.696052194E-2
6.091251292E0,1.789233647E-4,-2.112798765E-2,3.007908352E-2
6.101195292E0,-9.692882188E-3,-1.905658096E-2,2.675252967E-2
6.111140292E0,-2.073257975E-2,-1.676941477E-2,2.129687183E-2
6.121084292E0,-2.908904664E-2,-2.664787695E-2,1.604565233E-2
6.131029292E0,-3.879602626E-2,-3.215461969E-2,1.122854371E-2
6.140974292E0,-4.758206010E-2,-2.761899121E-2,1.253961772E-2
6.150918292E0,-5.206202343E-2,-2.953689545E-2,1.167173963E-2
6.160863292E0,-5.608872324E-2,-4.010192305E-2,9.548667818E-3
6.170808292E0,-5.638866499E-2,-4.554605111E-2,6.699960679E-3
6.180752292E0,-3.770419583E-2,-3.202917799E-2,1.254267059E-2
6.190697292E0,-1.432032138E-2,-1.369626448E-2,1.738010161E-2
6.200642292E0,-1.180285588E-3,7.468566764E-4,2.399725653E-2
6.210586292E0,6.101862062E-3,8.474018425E-3,2.554082498E-2
6.220531292E0,4.067739472E-3,2.091311105E-2,2.933343127E-2
6.230476292E0,-6.820860785E-3,2.013866417E-2,2.784712240E-2
6.240420292E0,-3.172168136E-2,1.385748968E-3,2.165181190E-2
6.250365292E0,-5.806845799E-2,-1.915810816E-2,2.408618666E-2
6.260309292E0,-7.176083326E-2,-2.034294978E-2,2.100118063E-2
6.270254292E0,-7.090812176E-2,-1.031859964E-2,2.250093408E-2
6.280199292E0,-6.198040769E-2,-4.361109342E-3,1.893309690E-2
6.290143292E0,-5.239793658E-2,-2.050445881E-3,1.796131209E-2
6.300088292E0,-3.640192747E-2,1.207362860E-2,1.833974756E-2
6.310033292E0,-1.806205511E-2,2.259500138E-2,1.921107061E-2
6.319977292E0,-8.485061117E-3,2.284427173E-2,1.790106110E-2
6.329922292E0,-1.835704967E-2,1.445418037E-2,1.979427040E-2
6.339866292E0,-3.840639070E-2,-1.644361531E-3,2.325158753E-2
6.349811292E0,-4.319333285E-2,-1.458968595E-2,1.853274554E-2
6.359751958E0,-4.413316399E-2,-1.463362761E-2,1.466770098E-2
6.369695958E0,-3.693960235E-2,-9.846642613E-3,1.350540202E-2
6.379640958E0,-2.185492404E-2,-7.979234681E-3,7.622480392E-3
6.389585958E0,-6.497175433E-3,1.190760918E-2,1.067889575E-2
6.399529958E0,1.555158058E-3,2.571157180E-2,1.046131551E-2
6.409474958E0,-1.049814001E-2,1.357266307E-2,8.983355016E-3
6.419419958E0,-2.333697304E-2,-3.225491848E-3,4.162235186E-3
6.429363958E0,-3.400506452E-2,-7.435417268E-3,2.736112336E-3
6.439308958E0,-2.930325270E-2,-8.233565837E-3,-2.820839640E-3
6.449252958E0,-7.049514912E-3,8.506970480E-4,-5.430032965E-3
6.459197958E0,1.220274251E-2,5.540257320E-3,-8.673230186E-3
6.469142958E0,2.201603539E-2,2.918386133E-3,-4.790528677E-3
6.479086958E0,2.619346976E-2,1.989741810E-3,-6.871303776E-4
6.489031958E0,2.344810590E-2,4.341694992E-3,7.755482104E-3
6.498976958E0,1.402450819E-2,-3.161737695E-4,8.326996118E-3
6.508920958E0,8.099435829E-3,3.061157186E-4,6.096675526E-3
6.518865958E0,-2.621918451E-3,4.555191845E-4,4.014084116E-3
6.528810958E0,-1.043074764E-2,-6.709680893E-3,6.808021571E-3
6.538754958E0,-1.642206125E-2,-6.707283668E-3,1.383397356E-2
6.548699958E0,-1.922095940E-2,-6.990714464E-3,1.534288935E-2
6.558644958E0,-2.178105712E-2,1.337740105E-4,1.664331183E-2
6.568588958E0,-2.738809958E-2,8.343241643E-4,1.667715050E-2
6.578533958E0,-3.508650139E-2,-5.267776549E-3,1.171062235E-2
6.588477958E0,-3.452295810E-2,-1.689839363E-2,1.166996825E-2
6.598422958E0,-2.481280640E-2,-1.059469022E-2,6.617684849E-3
6.608367958E0,-3.854177427E-3,3.338372335E-5,1.106167026E-2
6.618311958E0,1.605508104E-2,1.486585941E-2,1.594963670E-2
6.628256958E0,2.908497490E-2,2.059802599E-2,2.069496550E-2
6.638201958E0,3.301021084E-2,2.066647075E-2,2.100309357E-2
6.648145958E0,2.897365019E-2,9.282335639E-3,2.392549068E-2
6.658090958E0,1.800728589E-2,9.938538074E-3,1.771393418E-2
6.668035958E0,-1.808698289E-4,5.652492400E-3,5.228861701E-3
6.677979958E0,-1.737157442E-2,-3.234742675E-3,1.531431917E-4
6.687924958E0,-3.209660947E-2,-9.568023495E-3,-6.608773256E-4
6.697868958E0,-4.155269638E-2,-1.111185737E-2,-1.013746136E-3
6.707813958E0,-4.276809469E-2,-8.964197710E-3,5.476833321E-3
6.717758958E0,-3.836429119E-2,-9.783651680E-3,4.973496310E-3
6.727702958E0,-2.675629780E-2,-2.484368859E-3,4.361424129E-3
6.737647958E0,-1.157707721E-2,1.229883824E-2,1.047657430E-2
6.747592958E0,-1.661151648E-3,1.934731193E-2,1.127539761E-2
6.757536958E0,-3.124292474E-3,1.874410547E-2,1.302030031E-2
6.767481958E0,-1.151207741E-2,9.532557800E-3,1.293876022E-2
6.777425958E0,-2.152662724E-2,1.792079885E-3,1.278083399E-2
6.787370958E0,-3.032190166E-2,-7.578323130E-3,1.161380578E-2
6.797315958E0,-3.998358175E-2,-1.932712458E-2,7.938643917E-3
6.807259958E0,-4.107522964E-2,-1.515229605E-2,9.927037172E-5
6.817204958E0,-3.142181039E-2,-4.938008264E-3,-2.780938288E-3
6.827149958E0,-1.914139837E-2,7.179039530E-4,-5.183191039E-3
6.837093958E0,-1.473759394E-2,6.626925897E-3,-5.596513860E-3
6.847038958E0,-1.150122192E-2,2.433469985E-3,-3.828002838E-3
6.856983958E0,-6.190080196E-3,-4.222568590E-3,-2.842899645E-3
6.866927958E0,-4.463569727E-3,-7.644494064E-3,-2.774659079E-3
6.876872958E0,-1.687224489E-3,-6.206120364E-3,-6.602154113E-3
6.886816958E0,3.739840817E-3,-3.189016832E-3,-1.382030733E-2
6.896761958E0,1.197619922E-2,2.873136662E-3,-1.868643425E-2
6.906706958E0,1.235738955E-2,1.659644209E-2,-2.076767944E-2
6.916650958E0,4.118368030E-3,1.528589893E-2,-2.635578997E-2
6.926595958E0,-1.992260572E-3,7.230184041E-3,-2.727606893E-2
6.936540958E0,-9.156696498E-3,1.659383648E-3,-2.563822456E-2
6.946484958E0,-8.603801019E-3,-2.389738569E-3,-2.482187189E-2
6.956429958E0,-9.414201602E-3,-6.846272387E-3,-2.348070405E-2
6.966374958E0,-4.131397698E-3,-1.814426482E-2,-1.524829306E-2
6.976318958E0,6.556932814E-3,-1.294577308E-2,-9.349658154E-3
6.986263958E0,1.486784406E-2,-9.049859829E-3,-8.616426028E-3
6.996207958E0,2.178380825E-2,-5.762986839E-3,-9.484883398E-3
7.006152958E0,2.121222578E-2,-6.028140895E-3,-9.641509503E-3
7.016097958E0,2.047639526E-2,-1.302362187E-3,-3.651261330E-3
7.026041958E0,2.078310959E-2,-4.273313098E-3,3.899363568E-3
7.035986958E0,1.634148881E-2,-1.636832580E-2,1.123424154E-2
7.045931958E0,8.921761066E-3,-2.131713368E-2,9.419359267E-3
7.055875958E0,1.057185605E-2,-1.042640209E-2,-1.062043710E-3
7.065820958E0,5.733326077E-3,-2.280506305E-4,-1.844093949E-2
7.075764958E0,-5.047416314E-3,9.450716898E-4,-3.230801970E-2
7.085709958E0,-2.218477614E-2,-3.245217726E-3,-3.534032404E-2
7.095654958E0,-3.995152190E-2,-1.089354977E-2,-4.573730752E-2
7.105598958E0,-4.900366068E-2,-2.105188556E-2,-5.004857481E-2
7.115543958E0,-4.700176418E-2,-2.685092017E-2,-4.711590335E-2
7.125488958E0,-3.252923116E-2,-1.818104088E-2,-4.039592668E-2
7.135432958E0,-6.354352925E-3,-7.851437666E-3,-3.008283675E-2
7.145377958E0,1.810023002E-2,4.623667803E-3,-2.283322625E-2
7.155321958E0,3.220193461E-2,4.577062558E-3,-1.572711393E-2
7.165266958E0,3.551001102E-2,2.636276418E-3,-1.037022844E-2
7.175211958E0,3.085427172E-2,7.835151628E-4,-7.113980595E-3
7.185155958E0,1.866770536E-2,-7.661627606E-3,-9.682634845E-3
7.195100958E0,1.396573149E-3,-7.259490900E-3,-9.918324649E-3
7.205045958E0,-2.092579007E-2,-3.583639627E-3,-1.357409172E-2
7.214989958E0,-3.477875516E-2,-1.944996649E-3,-2.172203362E-2
7.224934958E0,-3.675378114E-2,-1.092699077E-2,-3.355881199E-2
7.234879958E0,-3.746857122E-2,-1.991595700E-2,-3.585924953E-2
7.244823958E0,-2.721928060E-2,-2.243106067E-2,-2.912453935E-2
7.254768958E0,-9.177161381E-3,-5.378573202E-3,-2.160670236E-2
7.264712958E0,1.748035662E-2,2.002383117E-3,-1.337079797E-2
7.274657958E0,3.759441152E-2,7.876250893E-3,3.956144210E-4
7.284602958E0,5.493654311E-2,1.629843377E-2,5.638361443E-3
7.294546958E0,6.046340242E-2,2.117228508E-2,9.012853727E-3
7.304491958E0,5.649537593E-2,1.674542762E-2,5.170303397E-3
7.314436958E0,3.558823094E-2,1.897771959E-3,-2.108382061E-3
7.324380958E0,1.777828857E-2,-7.129069418E-3,-3.777638543E-3
7.334325958E0,1.912241103E-3,-8.611118421E-3,-8.051212877E-3
7.344269958E0,-8.030051365E-3,-7.956931368E-3,-6.271297112E-3
7.354214958E0,-1.778920554E-2,-2.398381708E-3,-1.127004996E-2
7.364160417E0,-2.959718741E-2,4.028391559E-4,-8.312908933E-3
