"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.269491707E2,-6.152231272E-1,-4.244110484E-1,-1.303665966E-1
1.269591157E2,-5.092127054E-1,-4.495348895E-1,-1.159801072E-1
1.269690597E2,-5.622815961E-1,-4.080578846E-1,-1.049551821E-1
1.269790037E2,-4.601681243E-1,-4.468823732E-1,-3.295607686E-2
1.269889487E2,-6.121928807E-1,-4.247974032E-1,7.930169284E-2
1.269988927E2,-4.794417531E-1,-3.509750996E-1,7.930754006E-2
1.270088367E2,-5.691146889E-1,-3.736438776E-1,-1.501564980E-3
1.270187817E2,-4.870779243E-1,-3.885575666E-1,6.273594618E-2
1.270287257E2,-5.847424325E-1,-3.533921193E-1,-9.547041357E-2
1.270386697E2,-4.746433086E-1,-3.760354619E-1,1.258554697E-2
1.270486147E2,-6.047618005E-1,-3.258423049E-1,-5.686709583E-2
1.270585587E2,-5.100785318E-1,-3.592980629E-1,4.311561406E-2
1.270685027E2,-6.115561555E-1,-3.727089078E-1,-2.990266085E-2
1.270784477E2,-5.004889154E-1,-3.822962949E-1,-3.918043792E-2
1.270883917E2,-6.538557541E-1,-3.472438451E-1,-9.274502635E-2
1.270983357E2,-6.136081993E-1,-3.415666372E-1,-5.159407675E-2
1.271082807E2,-6.743671288E-1,-2.915581061E-1,-1.411137789E-1
1.271182247E2,-6.789979774E-1,-3.023857608E-1,-6.256345332E-2
1.271281687E2,-7.266738349E-1,-3.562023276E-1,-1.421873277E-1
1.271381137E2,-7.194319122E-1,-3.818370692E-1,-3.113700807E-2
1.271480577E2,-7.413429641E-1,-3.635579422E-1,-6.105136335E-2
1.271580017E2,-6.903702271E-1,-3.857411820E-1,-5.777166009E-2
1.271679467E2,-6.548712692E-1,-4.294619098E-1,-5.865809798E-2
1.271778907E2,-6.271121977E-1,-4.277506491E-1,-1.299479359E-1
1.271878347E2,-5.844175466E-1,-4.002531308E-1,-5.871773958E-2
1.271977797E2,-6.404803213E-1,-3.462230674E-1,-7.972327709E-2
1.272077237E2,-5.587164391E-1,-3.545780077E-1,-6.012399495E-2
1.272176677E2,-6.652022760E-1,-3.716684689E-1,-4.772029638E-2
1.272276127E2,-5.794077253E-1,-4.494416264E-1,-7.001748383E-2
1.272375567E2,-7.059043787E-1,-4.519021713E-1,-5.689048469E-2
1.272475017E2,-6.087527080E-1,-4.328697402E-1,-7.682305813E-2
1.272574457E2,-7.089546519E-1,-4.428662132E-1,-8.974482000E-2
1.272673897E2,-6.032080857E-1,-4.561351535E-1,5.931707919E-2
1.272773347E2,-6.784772097E-1,-4.273041411E-1,-1.216899133E-1
1.272872787E2,-5.870013946E-1,-4.437743589E-1,6.373698950E-2
1.272972227E2,-7.296681941E-1,-4.036795991E-1,-1.380603629E-1
1.273071677E2,-5.470437156E-1,-3.731612630E-1,-7.596936464E-2
1.273171117E2,-6.803953157E-1,-3.664974106E-1,-1.114590400E-1
1.273270557E2,-5.448474648E-1,-3.637420564E-1,-1.025215709E-1
1.273370007E2,-7.106642316E-1,-3.573122388E-1,-3.311453640E-2
1.273469447E2,-5.551198898E-1,-3.039395487E-1,-6.819666088E-2
1.273568887E2,-6.453501749E-1,-3.634917956E-1,-9.784496784E-2
1.273668337E2,-5.740290178E-1,-4.455543975E-1,2.576867938E-2
1.273767777E2,-6.006173672E-1,-4.913357572E-1,-1.496980762E-1
1.273867217E2,-5.651785626E-1,-4.554865876E-1,-3.344548881E-2
1.273966667E2,-5.944997178E-1,-4.023621849E-1,-5.188877642E-2
1.274066107E2,-5.470048681E-1,-3.207574200E-1,-4.088724017E-2
1.274165547E2,-5.558713667E-1,-3.093884593E-1,-6.996252000E-2
1.274264997E2,-5.774365924E-1,-3.009754489E-1,-3.184744477E-2
1.274364437E2,-6.185207375E-1,-3.966473356E-1,-1.196574211E-2
1.274463877E2,-6.583401299E-1,-3.058191910E-1,-1.850322157E-1
1.274563327E2,-6.689365272E-1,-4.089276579E-1,-1.479164296E-1
1.274662767E2,-7.564319964E-1,-3.809377675E-1,-1.925663531E-1
1.274762206E2,-6.703787430E-1,-4.348282651E-1,-1.204549813E-1
1.274861656E2,-7.921722981E-1,-3.896300190E-1,-9.447463274E-2
1.274961096E2,-7.025341898E-1,-3.860684069E-1,-1.100884527E-1
1.275060536E2,-8.211474444E-1,-4.053662650E-1,-1.825834018E-1
1.275159986E2,-7.057345902E-1,-4.325397380E-1,-1.356162268E-1
1.275259426E2,-7.904785059E-1,-3.804630101E-1,-1.878891653E-1
1.275358866E2,-6.887139302E-1,-3.870217223E-1,-7.565478444E-2
1.275458316E2,-7.414426591E-1,-3.378689677E-1,-1.433468306E-1
1.275557756E2,-6.142445225E-1,-3.252716897E-1,-6.303941667E-2
1.275657206E2,-7.484307396E-1,-3.553324447E-1,-8.478053391E-2
1.275756646E2,-5.644496340E-1,-4.117186801E-1,-4.694378614E-2
1.275856086E2,-6.598265652E-1,-4.037360613E-1,-4.054342389E-2
1.275955536E2,-5.483682195E-1,-4.097106732E-1,-3.534057140E-2
1.276054976E2,-6.677573631E-1,-4.055112760E-1,-2.937582672E-2
1.276154416E2,-5.327015919E-1,-4.135426825E-1,-2.925771296E-2
1.276253866E2,-5.736522378E-1,-4.216809834E-1,-9.934302449E-2
1.276353306E2,-5.245070481E-1,-3.247416396E-1,7.694292605E-2
1.276452746E2,-5.816133681E-1,-3.504682191E-1,-3.040493667E-2
1.276552196E2,-5.457210023E-1,-2.991747988E-1,-5.050123215E-2
1.276651636E2,-6.046186168E-1,-3.746962302E-1,8.379410863E-2
1.276751076E2,-5.482340259E-1,-4.185402612E-1,-8.926067054E-2
1.276850526E2,-5.863384666E-1,-3.131922924E-1,2.480505824E-2
1.276949966E2,-5.757187900E-1,-3.557667466E-1,4.690402508E-2
1.277049406E2,-5.690628314E-1,-3.998023104E-1,-6.282482386E-2
1.277148856E2,-6.475164221E-1,-3.585396059E-1,-3.650592148E-2
1.277248296E2,-5.943907769E-1,-3.805829146E-1,-1.396350181E-1
1.277347736E2,-6.955029130E-1,-3.429758893E-1,-4.144447982E-2
1.277447186E2,-6.172750613E-1,-3.931456574E-1,1.797726452E-2
1.277546626E2,-6.681168938E-1,-3.572740126E-1,-6.061749995E-2
1.277646066E2,-6.414721553E-1,-4.300632594E-1,1.826845586E-2
1.277745516E2,-6.572070126E-1,-3.970733418E-1,-1.573234302E-1
1.277844956E2,-6.161774658E-1,-3.780749341E-1,-3.618257046E-3
1.277944396E2,-6.931801066E-1,-3.020386189E-1,-7.638861001E-2
1.278043846E2,-6.293899074E-1,-3.771845859E-1,-1.650902867E-2
1.278143286E2,-7.014804485E-1,-3.165060191E-1,6.092798710E-3
1.278242726E2,-5.514732738E-1,-3.861943413E-1,-1.067602175E-1
1.278342176E2,-6.979040721E-1,-4.045503957E-1,-1.030098134E-1
1.278441616E2,-6.058081232E-1,-3.680511620E-1,-9.418870389E-2
1.278541056E2,-6.921509966E-1,-3.224602754E-1,-1.486759830E-1
1.278640506E2,-6.262641321E-1,-3.161245979E-1,3.661760330E-2
1.278739946E2,-6.942505856E-1,-4.195972550E-1,-9.166446090E-2
1.278839386E2,-6.299636655E-1,-4.584905947E-1,-4.168772399E-2
1.278938836E2,-7.069166780E-1,-4.157759900E-1,-4.016861737E-2
1.279038276E2,-6.426206946E-1,-4.128013652E-1,-1.449670941E-1
1.279137726E2,-6.988592148E-1,-3.482145560E-1,-6.830658853E-2
1.279237166E2,-5.694270764E-1,-3.159714740E-1,-4.574335277E-2
1.279336606E2,-6.313167842E-1,-3.399293803E-1,-5.893876433E-2
1.279436056E2,-6.027954916E-1,-2.985401201E-1,-1.990333736E-2
1.279535496E2,-5.790948262E-1,-3.656925779E-1,-1.745241845E-1
1.279634936E2,-5.688501389E-1,-3.593346445E-1,-8.097399652E-2
1.279734386E2,-5.406425128E-1,-3.767825168E-1,-1.317032701E-1
1.279833826E2,-6.053438909E-1,-3.960518698E-1,-3.157437980E-2
1.279933266E2,-5.877325524E-1,-3.611088359E-1,-1.267892700E-1
1.280032716E2,-5.924091555E-1,-3.185248800E-1,-1.364161259E-1
1.280132156E2,-5.678830460E-1,-4.209553074E-1,-1.452588701E-1
1.280231596E2,-6.394472645E-1,-3.465301193E-1,-2.494743794E-1
1.280331046E2,-6.685428634E-1,-3.544250299E-1,-1.731424874E-1
1.280430486E2,-7.400003703E-1,-2.805672958E-1,-2.248155016E-1
1.280529926E2,-5.863875101E-1,-2.649953200E-1,-1.811040562E-1
1.280629376E2,-7.102501756E-1,-2.027532626E-1,-1.985030311E-1
1.280728816E2,-5.522118137E-1,-2.351304103E-1,-2.321976113E-1
1.280828256E2,-6.354191177E-1,-3.502732144E-1,-1.302765495E-1
1.280927706E2,-5.041219733E-1,-4.260352953E-1,-3.808174610E-2
1.281027146E2,-6.200513193E-1,-4.427084845E-1,-1.958782160E-1
1.281126586E2,-5.485601179E-1,-4.293944476E-1,-1.734488815E-1
1.281226036E2,-6.153682843E-1,-4.372714511E-1,-3.162741405E-1
1.281325476E2,-4.924743562E-1,-4.094943627E-1,-1.187206972E-1
1.281424916E2,-6.176216550E-1,-3.951977743E-1,-1.368534976E-1
1.281524366E2,-4.960152107E-1,-3.249864553E-1,-1.538045758E-1
1.281623806E2,-6.028171628E-1,-2.895301090E-1,-2.502333480E-1
1.281723246E2,-4.818324237E-1,-2.497098395E-1,-1.637430882E-1
1.281822696E2,-5.908969559E-1,-3.405756073E-1,-2.622423595E-1
1.281922136E2,-5.738715815E-1,-2.952162156E-1,-1.633554178E-1
1.282021576E2,-6.609600480E-1,-3.583854587E-1,-3.307226104E-1
1.282121026E2,-6.941114219E-1,-3.606071083E-1,-1.352735800E-1
1.282220466E2,-6.788903886E-1,-4.411001348E-1,-2.559355527E-1
1.282319906E2,-6.684134207E-1,-4.404708647E-1,-2.252902955E-1
1.282419356E2,-7.607392748E-1,-5.445459678E-1,-1.386409914E-1
1.282518796E2,-7.302840520E-1,-4.381789389E-1,-2.175801569E-1
1.282618236E2,-6.631178167E-1,-3.632220928E-1,-1.502576548E-1
1.282717686E2,-6.886352120E-1,-2.135791996E-1,-1.718847513E-1
1.282817126E2,-5.928324573E-1,-2.515122437E-1,-1.066450274E-1
1.282916576E2,-6.885361017E-1,-3.243771388E-1,-1.126711679E-1
1.283016016E2,-5.255341481E-1,-3.471110402E-1,-1.912711948E-1
1.283115456E2,-6.083085023E-1,-3.829742065E-1,-1.320096642E-1
1.283214906E2,-4.648214847E-1,-3.431983028E-1,-8.173062623E-2
1.283314346E2,-5.466739523E-1,-3.638845458E-1,-1.075168473E-1
1.283413786E2,-4.538676032E-1,-3.348092294E-1,1.667801321E-2
1.283513236E2,-5.420623264E-1,-3.825745859E-1,-1.840779501E-1
1.283612676E2,-4.010158635E-1,-3.603088272E-1,-1.227400732E-1
1.283712116E2,-5.484384227E-1,-3.379130045E-1,-2.005945802E-1
1.283811566E2,-4.226690532E-1,-2.642907488E-1,-3.641996741E-2
1.283911006E2,-5.381297084E-1,-2.790857941E-1,-4.811030567E-2
1.284010446E2,-3.679235100E-1,-1.935737735E-1,-1.152082747E-1
1.284109896E2,-4.939321767E-1,-2.488765930E-1,-2.132730979E-1
1.284209336E2,-5.221297895E-1,-2.651930655E-1,-1.261823291E-1
1.284308776E2,-6.720583557E-1,-3.815907553E-1,-1.760128856E-1
1.284408226E2,-5.759990544E-1,-4.158793395E-1,-1.876880211E-1
1.284507666E2,-6.241157189E-1,-4.947233050E-1,-3.262880820E-1
1.284607106E2,-6.512957700E-1,-4.363159795E-1,-2.175064820E-1
1.284706556E2,-7.287927197E-1,-4.062583309E-1,-9.627265155E-2
1.284805988E2,-6.841327098E-1,-2.795145412E-1,-1.264349288E-1
1.284905428E2,-6.404930390E-1,-2.905880530E-1,-1.697019857E-1
1.285004878E2,-6.667430905E-1,-3.244207737E-1,-2.096881700E-1
1.285104318E2,-5.804934802E-1,-3.717212400E-1,-2.134181088E-1
1.285203758E2,-5.865242618E-1,-3.524355513E-1,-2.008518577E-1
1.285303208E2,-4.540889569E-1,-3.874028876E-1,-1.474047983E-1
1.285402648E2,-5.397824239E-1,-2.622431635E-1,-1.849953783E-1
1.285502088E2,-4.228892374E-1,-3.007419988E-1,-1.546348804E-1
1.285601538E2,-5.678323214E-1,-2.632474776E-1,-2.421027946E-1
1.285700978E2,-5.688837238E-1,-2.800571263E-1,-9.841857970E-2
1.285800418E2,-6.812441853E-1,-3.567055171E-1,-3.271458685E-1
1.285899868E2,-5.730778220E-1,-4.037807560E-1,-1.841989875E-1
1.285999308E2,-7.991240528E-1,-4.972302987E-1,-2.285121113E-1
1.286098748E2,-6.871492884E-1,-4.013532844E-1,-1.875435948E-1
1.286198198E2,-7.983054426E-1,-3.130507532E-1,-2.240799218E-1
1.286297638E2,-6.495765424E-1,-3.101813783E-1,-1.692032182E-1
1.286397078E2,-8.142425405E-1,-3.188731547E-1,-6.923512638E-2
1.286496528E2,-7.616893742E-1,-3.852934315E-1,7.816850245E-2
1.286595968E2,-7.954554366E-1,-4.393157107E-1,-1.529602379E-1
1.286695408E2,-6.865431514E-1,-4.423573958E-1,-1.677887768E-1
1.286794858E2,-6.924510319E-1,-4.226471627E-1,-2.552186841E-1
1.286894298E2,-6.619751246E-1,-2.464720900E-1,-2.354498327E-2
1.286993738E2,-7.295474491E-1,-2.526691153E-1,8.569620788E-2
1.287093188E2,-6.119263939E-1,-1.267205287E-1,-2.977986932E-2
1.287192628E2,-6.203946240E-1,-2.745972886E-1,4.715604007E-2
1.287292068E2,-5.859797033E-1,-2.837109234E-1,-1.242638576E-1
1.287391518E2,-5.536527503E-1,-3.976199834E-1,1.630729973E-2
1.287490958E2,-5.862760475E-1,-4.768415328E-1,3.710467637E-2
1.287590398E2,-4.712284616E-1,-4.493164229E-1,-9.000502110E-2
1.287689848E2,-5.235778890E-1,-4.306515259E-1,-6.533327937E-2
1.287789288E2,-4.646062341E-1,-3.735339499E-1,-9.798179269E-2
1.287888738E2,-5.467616605E-1,-2.313795310E-1,-3.885474801E-3
1.287988178E2,-4.549029624E-1,-3.109744435E-1,-1.960805297E-2
1.288087618E2,-4.880710739E-1,-2.772515408E-1,-2.282864088E-1
1.288187068E2,-4.766694054E-1,-2.783693640E-1,-1.525386536E-1
1.288286508E2,-5.695682866E-1,-2.814039958E-1,-1.710854369E-1
1.288385948E2,-4.537631208E-1,-2.776919275E-1,-1.472937012E-1
1.288485398E2,-5.672653242E-1,-3.365435501E-1,-1.016345483E-1
1.288584838E2,-4.764657396E-1,-4.379651866E-1,-1.211081153E-1
1.288684278E2,-6.036788962E-1,-4.618272352E-1,-2.221620351E-1
1.288783728E2,-5.272735120E-1,-3.613338441E-1,-2.494235086E-1
1.288883168E2,-6.092501233E-1,-3.002096464E-1,-2.488282621E-1
1.288982608E2,-5.459541600E-1,-2.297050529E-1,-4.285599768E-2
1.289082058E2,-5.851383621E-1,-2.647338581E-1,-1.530111086E-1
1.289181498E2,-5.126731607E-1,-2.563839611E-1,-1.037752140E-1
1.289280938E2,-6.320392808E-1,-2.747971903E-1,-2.682837027E-1
1.289380388E2,-5.768558908E-1,-2.674104393E-1,-3.013900530E-1
1.289479828E2,-6.155334681E-1,-3.370718095E-1,-3.018303484E-1
1.289579268E2,-5.534513137E-1,-2.908319185E-1,-2.431558782E-1
1.289678718E2,-6.315637560E-1,-4.145884936E-1,-1.154643828E-1
1.289778158E2,-5.881635287E-1,-3.421530399E-1,-1.380726421E-1
1.289877598E2,-5.549564236E-1,-3.678949682E-1,-3.000346684E-1
1.289977048E2,-5.902102735E-1,-3.014471913E-1,-2.183157367E-1
1.290076488E2,-6.026081614E-1,-3.225938112E-1,-3.267020649E-1
1.290175928E2,-6.537812021E-1,-2.863644812E-1,-2.562337607E-1
1.290275378E2,-6.437208483E-1,-3.583873225E-1,-2.738806576E-1
1.290374818E2,-6.110113046E-1,-3.215432858E-1,-3.318160397E-1
1.290474258E2,-5.440001302E-1,-3.977740210E-1,-2.970736384E-1
1.290573708E2,-6.679486401E-1,-3.005353363E-1,-3.089171737E-1
1.290673148E2,-6.609950582E-1,-3.548058298E-1,-2.697080845E-1
1.290772588E2,-7.590112764E-1,-4.134904595E-1,-3.842462683E-1
1.290872038E2,-5.606677280E-1,-4.500089891E-1,-5.283935827E-1
1.290971478E2,-6.095866671E-1,-5.302470770E-1,-4.432382423E-1
1.291070918E2,-5.023554198E-1,-5.140948746E-1,-3.414540052E-1
1.291170368E2,-6.453203541E-1,-5.955490737E-1,-2.743969667E-1
1.291269808E2,-4.391990953E-1,-5.351240934E-1,-2.131725258E-1
1.291369248E2,-4.782433662E-1,-4.957486873E-1,-3.666093117E-1
1.291468698E2,-4.364539372E-1,-5.390094951E-1,-1.603493643E-1
1.291568138E2,-4.976546604E-1,-5.736429919E-1,-2.128883511E-1
1.291667578E2,-3.377194617E-1,-5.067233264E-1,-1.859724480E-1
1.291767028E2,-4.948290300E-1,-5.625765516E-1,-1.704054058E-1
1.291866468E2,-4.629566614E-1,-5.516670724E-1,-2.064692777E-1
1.291965908E2,-5.213906283E-1,-6.320317525E-1,-2.057114786E-1
1.292065358E2,-4.671468127E-1,-5.868843772E-1,-1.483918083E-1
1.292164798E2,-5.218944390E-1,-6.792296733E-1,-2.440247744E-1
1.292264238E2,-4.881110908E-1,-6.714870827E-1,1.985422075E-2
1.292363688E2,-5.608205231E-1,-7.170554575E-1,-6.773999333E-3
1.292463128E2,-5.647643970E-1,-5.993464383E-1,4.889207840E-2
1.292562568E2,-5.688101951E-1,-4.774868461E-1,-1.042371440E-1
1.292662018E2,-5.950136515E-1,-2.968392382E-1,-1.491858602E-1
1.292761458E2,-6.265700877E-1,-3.360907198E-1,4.827344298E-2
1.292860898E2,-6.768118496E-1,-4.654792964E-1,-5.464807749E-3
1.292960348E2,-6.818318304E-1,-6.653877790E-1,-1.093031716E-1
1.293059788E2,-7.711756776E-1,-6.836027328E-1,-1.368780559E-1
1.293159228E2,-6.365214640E-1,-8.100789575E-1,-1.364330828E-1
1.293258678E2,-8.048176329E-1,-8.099605514E-1,-2.598794997E-2
1.293358118E2,-7.079191100E-1,-7.221407810E-1,2.130842328E-2
1.293457558E2,-7.443045057E-1,-5.459201731E-1,-1.592565197E-1
1.293557008E2,-6.174744514E-1,-4.586352767E-1,-5.198467076E-2
1.293656448E2,-7.467509808E-1,-4.432367074E-1,-1.867015958E-1
1.293755888E2,-5.758424586E-1,-4.819640957E-1,-3.477923870E-3
1.293855338E2,-6.426138242E-1,-6.245193961E-1,-6.423283339E-2
1.293954778E2,-5.050972523E-1,-6.159486204E-1,5.926153064E-3
1.294054218E2,-6.346184146E-1,-7.436107336E-1,-3.541950881E-2
1.294153668E2,-4.918085776E-1,-7.026462371E-1,-5.116430640E-2
1.294253108E2,-5.755201309E-1,-7.376418959E-1,-1.719613498E-1
1.294352548E2,-4.792947687E-1,-6.005778254E-1,-8.503605723E-2
1.294451998E2,-5.243348110E-1,-5.454448675E-1,-2.471758389E-1
1.294551438E2,-5.444075349E-1,-5.382707359E-1,-8.898234308E-2
1.294650878E2,-6.556898063E-1,-5.204102330E-1,-1.817694694E-1
1.294750368E2,-6.586993682E-1,-4.840645252E-1,-2.578446686E-1
1.294849808E2,-7.033030987E-1,-5.371704361E-1,-3.483946502E-1
1.294949248E2,-6.352145382E-1,-5.613425698E-1,-5.235509187E-1
1.295048698E2,-5.589705371E-1,-5.810620122E-1,-4.400199348E-1
1.295148138E2,-5.814431411E-1,-4.834794382E-1,-2.527815646E-1
1.295247578E2,-4.756974885E-1,-5.206347661E-1,-3.352389997E-1
1.295347028E2,-4.781148737E-1,-4.773664301E-1,-3.637114316E-1
1.295446468E2,-3.416357806E-1,-5.641417050E-1,-4.612850887E-1
1.295545918E2,-4.501693490E-1,-5.355638040E-1,-5.181866831E-1
1.295645358E2,-3.927140598E-1,-4.308215337E-1,-4.394457382E-1
1.295744798E2,-4.811109870E-1,-3.677805821E-1,-3.438034165E-1
1.295844238E2,-3.614745062E-1,-3.345801282E-1,-2.333243698E-1
1.295943688E2,-4.181391787E-1,-3.402590536E-1,-2.764399838E-1
1.296043128E2,-3.286413670E-1,-4.794877268E-1,-1.688003451E-1
1.296142578E2,-4.992282923E-1,-4.741775414E-1,-1.310717708E-1
1.296242018E2,-3.562550988E-1,-5.186124334E-1,-1.346607918E-1
1.296341458E2,-4.593937337E-1,-5.624943617E-1,-2.183402950E-1
1.296440908E2,-3.802609523E-1,-5.135446882E-1,-2.253709871E-1
1.296540348E2,-5.383743778E-1,-5.458845051E-1,-2.612775689E-1
1.296639788E2,-4.716797205E-1,-5.665615752E-1,-9.843612134E-2
1.296739238E2,-4.986248231E-1,-5.597304194E-1,-1.430585629E-1
1.296838678E2,-5.581218869E-1,-5.390654456E-1,2.830987930E-2
1.296938118E2,-6.773560061E-1,-5.019445067E-1,-6.342942595E-2
1.297037568E2,-6.506109879E-1,-4.403796482E-1,-2.093244731E-2
1.297137008E2,-7.670873044E-1,-4.731160159E-1,-1.170027852E-3
1.297236448E2,-7.262535663E-1,-3.810113693E-1,-3.472369015E-2
1.297335898E2,-7.167910172E-1,-5.281690131E-1,-8.128389895E-2
1.297435338E2,-7.163734529E-1,-4.437177870E-1,-3.851034701E-2
1.297534778E2,-7.672774851E-1,-6.100472450E-1,-7.128223658E-2
1.297634228E2,-7.166997276E-1,-5.860053945E-1,-6.501636028E-2
1.297733668E2,-6.302681592E-1,-6.103464397E-1,-1.180125993E-1
1.297833108E2,-6.704538066E-1,-5.157364804E-1,-3.272569656E-2
1.297932558E2,-6.174215341E-1,-4.334113386E-1,4.750044107E-2
1.298031998E2,-5.887223764E-1,-3.987385923E-1,-2.873029411E-2
1.298131438E2,-5.409539866E-1,-3.752181308E-1,-6.288271129E-2
1.298230888E2,-5.520265666E-1,-2.730693564E-1,-1.394157475E-1
1.298330328E2,-4.026726355E-1,-3.226855028E-1,-1.123402154E-1
1.298429768E2,-5.793340869E-1,-4.096036326E-1,-1.000774348E-1
1.298529218E2,-4.694331106E-1,-4.819441786E-1,-9.633229315E-2
1.298628658E2,-5.419239666E-1,-5.413469926E-1,-8.394204319E-2
1.298728098E2,-4.151148891E-1,-5.565298362E-1,-9.729182124E-3
1.298827548E2,-5.639255042E-1,-5.338089449E-1,-1.317611575E-1
1.298926988E2,-4.282337022E-1,-4.555755384E-1,-6.757451713E-2
1.299026428E2,-5.483660268E-1,-3.860035758E-1,-1.901929682E-1
1.299125878E2,-4.550344517E-1,-3.148218017E-1,-2.073054296E-1
1.299225318E2,-6.144208892E-1,-3.222188219E-1,-3.185305810E-1
1.299324758E2,-4.611735165E-1,-2.763748970E-1,-2.115218568E-1
1.299424208E2,-5.358604405E-1,-3.307044840E-1,-2.526903480E-1
1.299523648E2,-5.681650279E-1,-3.658647419E-1,-1.867208916E-1
1.299623088E2,-6.591893649E-1,-4.551775257E-1,-2.440399772E-1
1.299722538E2,-4.121043405E-1,-6.034138712E-1,-2.563711703E-1
1.299821978E2,-4.464738721E-1,-5.505472210E-1,-3.695340890E-1
1.299921418E2,-5.095277241E-1,-5.241062215E-1,-2.116428941E-1
1.300020868E2,-5.264976961E-1,-5.055606441E-1,-1.038757861E-1
1.300120308E2,-4.746537605E-1,-5.123919462E-1,-1.920734328E-1
1.300219748E2,-5.572151299E-1,-5.677139153E-1,-7.200904548E-2
1.300319198E2,-5.540632614E-1,-4.392961226E-1,-1.941737527E-1
1.300418638E2,-4.260222487E-1,-4.911305930E-1,-1.941714138E-1
1.300518078E2,-4.967154514E-1,-5.239560577E-1,-9.284676790E-2
1.300617528E2,-4.624911865E-1,-5.547360932E-1,-3.071425438E-2
1.300716968E2,-4.217943463E-1,-5.019858757E-1,-1.560341191E-1
1.300816408E2,-3.428727590E-1,-4.358296739E-1,-1.370201433E-1
1.300915858E2,-4.962735480E-1,-5.677593774E-1,-1.753463030E-1
1.301015298E2,-4.460257927E-1,-6.200424754E-1,-2.625516772E-2
1.301114738E2,-4.866944566E-1,-6.713469688E-1,-2.566986144E-2
1.301214188E2,-3.875828357E-1,-6.719106404E-1,-1.565825880E-2
1.301313628E2,-5.527049167E-1,-5.801198796E-1,6.617293954E-3
1.301413068E2,-4.206307139E-1,-5.533435788E-1,-5.523279905E-3
1.301512518E2,-5.442293045E-1,-5.303207153E-1,1.032904798E-1
1.301611958E2,-4.092173874E-1,-5.067898750E-1,7.274287105E-2
1.301711398E2,-5.570528331E-1,-6.926868939E-1,-3.337590694E-2
1.301810848E2,-4.567278419E-1,-7.558137996E-1,2.214632928E-2
1.301910288E2,-5.558623035E-1,-8.100103258E-1,-2.121118408E-1
1.302009728E2,-5.623746399E-1,-7.784418663E-1,-7.667570829E-2
1.302109178E2,-6.518902856E-1,-6.508205375E-1,-2.395346975E-1
1.302208618E2,-5.155540473E-1,-5.045350425E-1,-2.659103179E-1
1.302308058E2,-5.935885389E-1,-5.629230357E-1,-2.048665559E-1
1.302407508E2,-5.839270383E-1,-6.442920481E-1,-7.240197837E-2
1.302506948E2,-6.225046648E-1,-7.215695080E-1,-1.931890815E-1
1.302606388E2,-5.221194472E-1,-7.212381171E-1,-3.399436694E-1
1.302705838E2,-5.425325887E-1,-8.443217873E-1,-4.483311671E-1
1.302805278E2,-6.317369798E-1,-8.065490665E-1,-3.578092521E-1
1.302904718E2,-6.216720213E-1,-6.781056923E-1,-4.317519718E-1
1.303004168E2,-6.370722717E-1,-6.359013668E-1,-4.835775983E-1
1.303103608E2,-5.430947254E-1,-6.122180969E-1,-4.370425326E-1
1.303203048E2,-6.369781315E-1,-6.562273116E-1,-4.801715952E-1
1.303302498E2,-6.025799851E-1,-8.008606759E-1,-4.679000437E-1
1.303401938E2,-6.228541821E-1,-6.880105832E-1,-6.281125832E-1
1.303501378E2,-4.305690436E-1,-6.985342558E-1,-6.712457389E-1
1.303600828E2,-5.395001496E-1,-7.051432174E-1,-6.922290570E-1
1.303700268E2,-4.919175186E-1,-6.591498962E-1,-5.961288983E-1
1.303799708E2,-4.433712299E-1,-5.736465733E-1,-6.073479509E-1
1.303899158E2,-2.737512148E-1,-5.668644975E-1,-5.142649555E-1
1.303998598E2,-4.052354336E-1,-6.010617556E-1,-4.600723761E-1
1.304098038E2,-3.647115248E-1,-6.602520233E-1,-4.135314631E-1
1.304197488E2,-4.200885673E-1,-6.400529630E-1,-6.064849019E-1
1.304296928E2,-2.384663016E-1,-6.774543855E-1,-3.165594846E-1
1.304396368E2,-3.335724336E-1,-6.755632498E-1,-4.042706430E-1
1.304495818E2,-3.270909047E-1,-5.320441456E-1,-2.454807311E-1
1.304595258E2,-5.260223540E-1,-4.299385310E-1,3.516632438E-2
1.304694698E2,-2.980351400E-1,-4.162237405E-1,-1.066280705E-1
1.304794120E2,-4.084784090E-1,-6.406327144E-1,-1.887732643E-1
1.304893560E2,-5.247738273E-1,-6.888147216E-1,-5.254483402E-2
1.304993000E2,-5.768644058E-1,-7.407732991E-1,-2.396487182E-1
1.305092450E2,-5.328824171E-1,-6.843443790E-1,-2.103296095E-1
1.305191890E2,-6.472482542E-1,-7.515586346E-1,-1.050656945E-1
1.305291330E2,-7.195045638E-1,-6.580440415E-1,-1.544612181E-1
1.305390780E2,-5.228310534E-1,-7.340234195E-1,-1.326370704E-1
1.305490220E2,-5.662613207E-1,-6.119452877E-1,-1.103773052E-1
1.305589660E2,-5.786741555E-1,-6.345930523E-1,2.016353846E-2
1.305689110E2,-5.795501415E-1,-5.300348596E-1,2.792747140E-2
1.305788550E2,-4.328395905E-1,-6.196432567E-1,-7.489055336E-2
1.305888000E2,-5.458821662E-1,-6.562979899E-1,5.232673287E-2
1.305987440E2,-4.101055064E-1,-6.734874883E-1,6.234652162E-2
